unmatched log - 2026-03-13T05:52:21.725Z
合計: 1050行

案件管理番号 | システム名 | 対応内容
2025101400007 | CASIS | YMOLS eSIM単体機種変更フロー向けにLv2二要素認証設定を維持し新業務区分を認証対象として追加
2025101400007 | CindyM_M00648 | メールアドレス入力後のOTP送信・認証機能をeSIM単体機種変更用として有効化
2025101400007 | CindyM_M00648 | 審査登録型メール#_NFA4XX～を使用しeSIM単体機種変更の受付完了・切替案内メールを送信
2025101400007 | SCMOne_M00403 | eSIM単体持込機種変更の回線切替指示を既存開通サイト・開通アプリ連携フローに追加
2025101400007 | KIIRO_M00487 | eSIM単体持込機種変更の申込内容確認書類とアクティベーションコード案内帳票を出力
2025101400007 | KIIRO_M00487 | 出力した帳票データをMy Y!mobileへの電子格納対象として紐づけ保存
2025101400007 | DWH_M00853 | eSIM単体持込機種変更案件データを既存機種変更マートと同スキーマで抽出対象に追加
2025101400007 | Cindy_M00364 | コンタクト履歴にeSIM単体持込機種変更受付・キャンセル・不備修正のイベントを自動登録
2025101400007 | GINIE | eSIM単体持込機種変更受付に関する「お客様確認事項」出し分け設定は追加なしと定義
2025101400007 | CORELISCare | IVR経由の回線切替受付にeSIM単体持込機種変更案件種別を追加し切替完了連携を実装
2025102700003 | MySB（アプリ） | 店頭スマホサポート定額プラン変更案内文からショップ来店必須文言を削除
2025102700003 | MySB（アプリ） | 店頭スマホサポートページの来店予約ボタン文言を「ショップ/量販店」に修正
2025102700003 | MySB（アプリ） | 店頭スマホサポート関連画面のショップ限定表現を仕様に沿う文言へ一括修正
2025102700003 | MySB（Web） | 店頭スマホサポート定額プラン変更案内文からソフトバンクショップ表現を削除
2025102700003 | MySB（Web） | オプション>サービス変更>解約画面の解約抑止モーダル注釈位置と内容を変更
2025102700003 | MySB（Web） | 店頭スマホサポート関連全ページのショップ限定文言をショップ・量販店表現に見直し
2025102700003 | MyYM(Web) | 店頭スマホサポート定額関連のプラン変更案内文からショップ限定表現を削除
2025102700003 | MyYM(Web) | 店頭スマホサポート関連全ページのショップ限定文言があれば量販店含む表現へ修正
2025102700003 | The MySB（Web） | 解約抑止モーダル内の特典名称と注釈文をショップ・量販店に対応する内容へ変更
2025102700003 | The MySB（Web） | 店頭スマホサポート関連全ページでショップ限定文言を確認し必要に応じ修正
2025112000011 | CindyM_M00648 | 記載なし（対応不要とされており改修内容の記載なし）
記載なし | OLS_M00494 | Watch用機種情報JSON新規出力機能にWatch商品属性を追加実装
記載なし | OLS_M00494 | 在庫情報JSON（stock.json）にo2o開始日時・終了日時項目を追加出力
記載なし | OLS_M00494 | 商品情報JSONの出力仕様を静的ページ連携前提の形式に変更
記載なし | Sitecore（正式名称記載なし） | オンラインショップ配下静的ページ生成ロジックにJSON連携処理を追加
記載なし | Sitecore（正式名称記載なし） | 静的ページ内「商品」「おすすめ商品」エリアを商品情報JSONから自動生成する処理を実装
記載なし | Sitecore（正式名称記載なし） | イベント時に商品情報連携自動生成を停止する制御ロジックを追加
記載なし | Sitecore（正式名称記載なし） | ステージング環境の商品情報表示コードを本番連携前提の構成に修正
記載なし | Sitecore（正式名称記載なし） | 本番環境へ修正コードを適用するデプロイおよび設定変更を実施
2025121000011 | CCOC_M00321 | 家族割グループ情報（G#、回線数、代表/子区分）取得APIに追加新規・複数回線向け項目を追加
2025121000011 | CCOC_M00321 | ログイン回線の契約プランおよび家族割グループ情報をOLSへ連携するIFを拡張
2025121000011 | CCOC_M00321 | 家族割申込時のグループ作成・既存グループ追加処理を追加新規・複数回線向けに拡張
2025121000011 | CCOC_M00321 | C#/B#統合判定用の名義・住所・生年月日・支払情報照会インターフェースを追加
2025121000011 | CCOC_M00321 | 家族割案内フォローメール送信用のトリガー情報生成とキュー登録処理を追加
2025121000011 | Veritas_M00413 | CCOCパズル連携として家族割後追い対応データの開発・試験を行いOLS連携を制御
2025121000011 | Veritas_M00413 | C#/B#統合情報と家族割グループ情報をDWH等へ連携するバッチ処理を追加
2025121000011 | MYSB（記載のまま） | MYSBアプリからOLSへの遷移時にログイン情報を連携しOLSログインスキップ制御を実装
2025121000011 | MYSB（記載のまま） | MYSBアプリ内の商品LPからOLS手続選択画面へのシームレス遷移フローを追加
2025121000011 | DWH_M00853 | 家族割受付件数・適用率・C#/B#統合利用状況を計測するための項目定義と連携を追加
